Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,Bhutan,27.5142,90.4336,7/10/20,80,0,55.0
,Bolivia,-16.2902,-63.5887,7/10/20,45565,1702,13918.0
,Bosnia and Herzegovina,43.9159,17.6791,7/10/20,6402,216,3037.0
,Brazil,-14.235,-51.9253,7/10/20,1800827,70398,1217361.0
,Brunei,4.5353,114.7277,7/10/20,141,3,138.0
,Bulgaria,42.7339,25.4858,7/10/20,6964,267,3308.0
,Burkina Faso,12.2383,-1.5616,7/10/20,1020,53,862.0
,Cabo Verde,16.5388,-23.0418,7/10/20,1591,19,730.0
,Cambodia,11.55,104.9167,7/10/20,141,0,131.0
,Cameroon,3.8480000000000003,11.5021,7/10/20,14916,359,11525.0
Alberta,Canada,53.9333,-116.5765,7/10/20,8596,161,
British Columbia,Canada,53.7267,-127.6476,7/10/20,3053,187,
Grand Princess,Canada,0.0,0.0,7/10/20,13,0,
Manitoba,Canada,53.7609,-98.8139,7/10/20,325,7,
New Brunswick,Canada,46.5653,-66.4619,7/10/20,166,2,
Newfoundland and Labrador,Canada,53.1355,-57.6604,7/10/20,262,3,
Nova Scotia,Canada,44.681999999999995,-63.7443,7/10/20,1066,63,
Ontario,Canada,51.2538,-85.3232,7/10/20,38323,2760,
Prince Edward Island,Canada,46.5107,-63.4168,7/10/20,33,0,
Quebec,Canada,52.9399,-73.5491,7/10/20,56316,5612,
Saskatchewan,Canada,52.9399,-106.4509,7/10/20,815,15,
,Central African Republic,6.6111,20.9394,7/10/20,4259,53,1142.0
,Chad,15.4542,18.7322,7/10/20,874,74,789.0
,Chile,-35.6751,-71.543,7/10/20,309274,6781,278053.0
Anhui,China,31.8257,117.2264,7/10/20,991,6,985.0
Beijing,China,40.1824,116.4142,7/10/20,929,9,645.0
Chongqing,China,30.0572,107.874,7/10/20,582,6,575.0
Fujian,China,26.0789,117.9874,7/10/20,363,1,360.0
Gansu,China,35.7518,104.2861,7/10/20,167,2,162.0
Guangdong,China,23.3417,113.4244,7/10/20,1647,8,1631.0
Guangxi,China,23.8298,108.7881,7/10/20,254,2,252.0
Guizhou,China,26.8154,106.8748,7/10/20,147,2,145.0
Hainan,China,19.1959,109.7453,7/10/20,171,6,165.0
Hebei,China,39.549,116.1306,7/10/20,349,6,
Heilongjiang,China,47.861999999999995,127.7615,7/10/20,947,13,934.0
Henan,China,37.8957,114.9042,7/10/20,1276,22,
Hong Kong,China,22.3,114.2,7/10/20,1365,7,1167.0
Hubei,China,30.9756,112.2707,7/10/20,68135,4512,63623.0
Hunan,China,27.6104,111.7088,7/10/20,1019,4,1015.0
Inner Mongolia,China,44.0935,113.9448,7/10/20,244,1,237.0
Jiangsu,China,32.9711,119.455,7/10/20,654,0,654.0
Jiangxi,China,27.614,115.7221,7/10/20,932,1,931.0
Jilin,China,43.6661,126.1923,7/10/20,155,2,153.0
Liaoning,China,41.2956,122.6085,7/10/20,162,2,150.0
Macau,China,22.1667,113.55,7/10/20,46,0,45.0
Ningxia,China,37.2692,106.1655,7/10/20,75,0,75.0
Qinghai,China,35.7452,95.9956,7/10/20,18,0,18.0
Shaanxi,China,35.1917,108.8701,7/10/20,321,3,314.0
Shandong,China,36.3427,118.1498,7/10/20,792,7,785.0
Shanghai,China,31.201999999999998,121.4491,7/10/20,721,7,689.0
Shanxi,China,37.5777,112.2922,7/10/20,199,0,198.0
Sichuan,China,30.6171,102.7103,7/10/20,599,3,582.0
Tianjin,China,39.3054,117.323,7/10/20,199,3,195.0
Tibet,China,31.6927,88.0924,7/10/20,1,0,1.0
Xinjiang,China,41.1129,85.2401,7/10/20,76,3,73.0
Yunnan,China,24.974,101.48700000000001,7/10/20,187,2,183.0
Zhejiang,China,29.1832,120.0934,7/10/20,1269,1,1267.0
,Colombia,4.5709,-74.2973,7/10/20,140776,4925,56272.0
,Congo (Brazzaville),-0.228,15.8277,7/10/20,2028,47,589.0
,Congo (Kinshasa),-4.0383,21.7587,7/10/20,7905,189,3513.0
,Costa Rica,9.7489,-83.7534,7/10/20,6845,26,2110.0
,Cote d'Ivoire,7.54,-5.5471,7/10/20,12052,81,6080.0
,Croatia,45.1,15.2,7/10/20,3532,117,2377.0
,Diamond Princess,0.0,0.0,7/10/20,712,13,651.0
,Cuba,21.521757,-77.78116700000002,7/10/20,2413,86,
,Cyprus,35.1264,33.4299,7/10/20,1013,19,839.0
,Czechia,49.8175,15.472999999999999,7/10/20,13001,352,8208.0
Faroe Islands,Denmark,61.8926,-6.9118,7/10/20,188,0,188.0
Greenland,Denmark,71.7069,-42.6043,7/10/20,13,0,13.0
,Denmark,56.2639,9.5018,7/10/20,12946,609,12077.0
,Djibouti,11.8251,42.5903,7/10/20,4968,56,4689.0
,Dominican Republic,18.7357,-70.1627,7/10/20,41915,864,20830.0
,Ecuador,-1.8312,-78.1834,7/10/20,65018,4939,29577.0
,Egypt,26.820553000000004,30.802497999999996,7/10/20,80235,3702,23274.0
,El Salvador,13.7942,-88.8965,7/10/20,9142,249,5428.0
,Equatorial Guinea,1.6508,10.2679,7/10/20,3071,51,842.0
,Eritrea,15.1794,39.7823,7/10/20,232,0,107.0
,Estonia,58.5953,25.0136,7/10/20,2013,69,1894.0
,Eswatini,-26.5225,31.4659,7/10/20,1257,18,633.0
,Ethiopia,9.145,40.4897,7/10/20,7120,124,2430.0
,Fiji,-17.7134,178.065,7/10/20,26,0,18.0
,Finland,61.92411,25.748151,7/10/20,7279,329,6800.0
French Guiana,France,3.9339,-53.1258,7/10/20,5704,23,2785.0
French Polynesia,France,-17.6797,149.4068,7/10/20,62,0,60.0
Guadeloupe,France,16.265,-61.551,7/10/20,190,14,157.0
Mayotte,France,-12.8275,45.166244,7/10/20,2711,37,2480.0
New Caledonia,France,-20.904304999999997,165.618042,7/10/20,21,0,21.0
Reunion,France,-21.1151,55.5364,7/10/20,571,3,472.0
Saint Barthelemy,France,17.9,-62.8333,7/10/20,6,0,6.0
St Martin,France,18.0708,-63.0501,7/10/20,43,3,37.0
Martinique,France,14.6415,-61.0242,7/10/20,255,15,98.0
,France,46.2276,2.2137,7/10/20,198450,29912,72396.0
,Gabon,-0.8037,11.6094,7/10/20,5942,46,3004.0
,Gambia,13.4432,-15.3101,7/10/20,64,3,34.0
,Georgia,42.3154,43.3569,7/10/20,973,15,846.0
,Germany,51.165690999999995,10.451526,7/10/20,199332,9063,184028.0
,Ghana,7.9465,-1.0232,7/10/20,23834,135,19212.0
,Greece,39.0742,21.8243,7/10/20,3732,193,1374.0
,Guatemala,15.7835,-90.2308,7/10/20,27619,1139,4024.0
,Guinea,9.9456,-9.6966,7/10/20,5969,37,4732.0
,Guyana,4.860416000000002,-58.93018000000001,7/10/20,290,16,
,Haiti,18.9712,-72.2852,7/10/20,6617,135,2590.0
,Holy See,41.9029,12.4534,7/10/20,12,0,12.0
,Honduras,15.2,-86.2419,7/10/20,27053,750,2850.0
,Hungary,47.1625,19.5033,7/10/20,4223,593,2941.0
,Iceland,64.9631,-19.0208,7/10/20,1833,10,1803.0
,India,20.593684,78.96288,7/10/20,820916,22123,515386.0
,Indonesia,-0.7893,113.9213,7/10/20,72347,3469,33529.0
,Iran,32.427908,53.68804599999999,7/10/20,252720,12447,215015.0
,Iraq,33.223191,43.679291,7/10/20,72460,2960,41380.0
,Ireland,53.1424,-7.6921,7/10/20,25589,1744,23364.0
,Israel,31.046051000000002,34.851612,7/10/20,36266,351,18613.0
,Italy,41.87194,12.56738,7/10/20,242639,34938,194273.0
,Jamaica,18.1096,-77.2975,7/10/20,753,10,605.0
,Japan,36.204824,138.252924,7/10/20,21044,982,17494.0
,Jordan,31.24,36.51,7/10/20,1173,10,986.0
,Kazakhstan,48.0196,66.9237,7/10/20,56455,264,32500.0
,Kenya,-0.0236,37.9062,7/10/20,9448,181,2733.0
,"Korea, South",35.90775700000001,127.766922,7/10/20,13373,288,
,Kuwait,29.311659999999996,47.481766,7/10/20,53580,383,43214.0
,Kyrgyzstan,41.20438,74.766098,7/10/20,9910,125,3236.0
,Latvia,56.8796,24.6032,7/10/20,1165,30,1019.0
,Lebanon,33.8547,35.8623,7/10/20,2082,36,1402.0
,Liberia,6.4280550000000005,-9.429499,7/10/20,963,47,400.0
,Liechtenstein,47.14,9.55,7/10/20,84,1,81.0
,Lithuania,55.1694,23.8813,7/10/20,1861,79,1569.0
,Luxembourg,49.8153,6.1296,7/10/20,4777,110,4086.0
,Madagascar,-18.766947000000002,46.869107,7/10/20,4143,34,2183.0
,Malaysia,4.210483999999999,101.97576600000001,7/10/20,8696,121,8511.0
,Maldives,3.2028,73.2207,7/10/20,2617,13,2238.0
,Malta,35.9375,14.3754,7/10/20,674,9,658.0
,Mauritania,21.0079,-10.9408,7/10/20,5203,146,2111.0
,Mauritius,-20.348404000000002,57.552152,7/10/20,342,10,330.0
,Mexico,23.6345,-102.5528,7/10/20,289174,34191,225356.0
,Moldova,47.4116,28.3699,7/10/20,18924,635,12188.0
,Monaco,43.7333,7.4167,7/10/20,108,4,96.0
,Mongolia,46.8625,103.8467,7/10/20,227,0,200.0
,Montenegro,42.708678000000006,19.37439,7/10/20,1019,19,320.0
,Morocco,31.7917,-7.0926,7/10/20,15328,243,11827.0
,Namibia,-22.9576,18.4904,7/10/20,668,1,25.0
,Nepal,28.1667,84.25,7/10/20,16649,35,8011.0
Aruba,Netherlands,12.5211,-69.9683,7/10/20,105,3,98.0
Curacao,Netherlands,12.1696,-68.99,7/10/20,25,1,24.0
Sint Maarten,Netherlands,18.0425,-63.0548,7/10/20,78,15,63.0
,Netherlands,52.1326,5.2913,7/10/20,50840,6136,0.0
,New Zealand,-40.9006,174.886,7/10/20,1543,22,1497.0
,Nicaragua,12.865416,-85.207229,7/10/20,2846,91,1993.0
,Niger,17.607789,8.081666,7/10/20,1099,68,978.0
,Nigeria,9.082,8.6753,7/10/20,31323,709,12795.0
,North Macedonia,41.6086,21.7453,7/10/20,7777,368,3960.0
,Norway,60.472,8.4689,7/10/20,8974,252,8138.0
,Oman,21.512583,55.92325500000001,7/10/20,53614,244,
,Pakistan,30.3753,69.3451,7/10/20,246351,5123,153134.0
,Panama,8.538,-80.7821,7/10/20,43257,863,21426.0
,Papua New Guinea,-6.314993,143.95555,7/10/20,11,0,8.0
,Paraguay,-23.4425,-58.4438,7/10/20,2736,20,1256.0
,Peru,-9.19,-75.0152,7/10/20,319646,11500,210638.0
,Philippines,12.879721,121.77401699999999,7/10/20,52914,1360,13230.0
,Poland,51.9194,19.1451,7/10/20,37216,1562,26048.0
,Portugal,39.3999,-8.2245,7/10/20,45679,1646,30350.0
,Qatar,25.3548,51.1839,7/10/20,102630,146,98233.0
,Romania,45.9432,24.9668,7/10/20,31381,1847,21129.0
,Russia,61.52401,105.31875600000001,7/10/20,712863,11000,488234.0
,Rwanda,-1.9403,29.8739,7/10/20,1252,3,635.0
,Saint Lucia,13.9094,-60.9789,7/10/20,22,0,19.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,7/10/20,29,0,29.0
,San Marino,43.9424,12.4578,7/10/20,699,42,656.0
,Saudi Arabia,23.885942,45.079162,7/10/20,226486,2151,163026.0
,Senegal,14.4974,-14.4524,7/10/20,7882,145,5311.0
,Serbia,44.0165,21.0059,7/10/20,17728,370,13719.0
,Seychelles,-4.6796,55.492,7/10/20,100,0,11.0
,Singapore,1.2833,103.8333,7/10/20,45614,26,41780.0
,Slovakia,48.669,19.699,7/10/20,1870,28,1481.0
,Slovenia,46.1512,14.9955,7/10/20,1793,111,1429.0
,Somalia,5.152149,46.199616,7/10/20,3038,92,1209.0
,South Africa,-30.5595,22.9375,7/10/20,250687,3860,118232.0
,Spain,40.463667,-3.7492199999999998,7/10/20,253908,28403,150376.0
,Sri Lanka,7.873054,80.77179699999998,7/10/20,2454,11,
,Sudan,12.8628,30.2176,7/10/20,10204,649,5277.0
,Suriname,3.9193,-56.0278,7/10/20,726,18,481.0
,Sweden,60.128161,18.643501,7/10/20,74898,5526,0.0
,Switzerland,46.8182,8.2275,7/10/20,32690,1966,29400.0
,Taiwan*,23.7,121.0,7/10/20,449,7,438.0
,Tanzania,-6.369028,34.888822,7/10/20,509,21,183.0
,Thailand,15.870032,100.992541,7/10/20,3202,58,3087.0
,Togo,8.6195,0.8248,7/10/20,710,15,494.0
,Trinidad and Tobago,10.6918,-61.2225,7/10/20,133,8,120.0
,Tunisia,33.886917,9.537499,7/10/20,1240,50,1067.0
,Turkey,38.9637,35.2433,7/10/20,210965,5323,191883.0
,Uganda,1.373333,32.290275,7/10/20,1006,0,938.0
,Ukraine,48.3794,31.1656,7/10/20,53116,1362,25634.0
,United Arab Emirates,23.424076,53.847818000000004,7/10/20,54050,330,43969.0
Bermuda,United Kingdom,32.3078,-64.7505,7/10/20,150,9,137.0
Cayman Islands,United Kingdom,19.3133,-81.2546,7/10/20,201,1,197.0
Channel Islands,United Kingdom,49.3723,-2.3644,7/10/20,577,47,512.0
Gibraltar,United Kingdom,36.1408,-5.3536,7/10/20,180,0,176.0
Isle of Man,United Kingdom,54.2361,-4.5481,7/10/20,336,24,312.0
Montserrat,United Kingdom,16.742498,-62.187366000000004,7/10/20,11,1,10.0
,United Kingdom,55.3781,-3.4360000000000004,7/10/20,288133,44650,0.0
,Uruguay,-32.5228,-55.7658,7/10/20,985,29,886.0
,US,40.0,-100.0,7/10/20,3185737,134101,983185.0
,Uzbekistan,41.377491,64.585262,7/10/20,12027,54,7530.0
,Venezuela,6.4238,-66.5897,7/10/20,8803,83,2671.0
,Vietnam,14.058323999999999,108.277199,7/10/20,370,0,350.0
,Zambia,-13.133897,27.849332,7/10/20,1895,42,1348.0
,Zimbabwe,-19.015438,29.154857,7/10/20,942,13,320.0
Diamond Princess,Canada,0.0,0.0,7/10/20,0,1,
,Dominica,15.415,-61.371,7/10/20,18,0,18.0
,Grenada,12.1165,-61.678999999999995,7/10/20,23,0,23.0
,Mozambique,-18.665695,35.529562,7/10/20,1111,9,
,Syria,34.802075,38.99681500000001,7/10/20,394,16,
,Timor-Leste,-8.874217,125.727539,7/10/20,24,0,
,Belize,17.1899,-88.4976,7/10/20,37,2,20.0
,Laos,19.856270000000002,102.495496,7/10/20,19,0,19.0
,Libya,26.3351,17.228331,7/10/20,1342,38,307.0
,West Bank and Gaza,31.9522,35.2332,7/10/20,5551,27,536.0
,Guinea-Bissau,11.8037,-15.1804,7/10/20,1842,26,773.0
,Mali,17.570692,-3.996166000000001,7/10/20,2404,121,
,Saint Kitts and Nevis,17.357822,-62.782998,7/10/20,17,0,15.0
Northwest Territories,Canada,64.8255,-124.8457,7/10/20,5,0,
Yukon,Canada,64.2823,-135.0,7/10/20,11,0,
,Kosovo,42.602636,20.902977,7/10/20,4307,94,2095.0
,Burma,21.9162,95.956,7/10/20,326,6,256.0
Anguilla,United Kingdom,18.2206,-63.0686,7/10/20,3,0,3.0
British Virgin Islands,United Kingdom,18.4207,-64.64,7/10/20,8,1,7.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,7/10/20,66,2,
,MS Zaandam,0.0,0.0,7/10/20,9,2,0.0
,Botswana,-22.3285,24.6849,7/10/20,314,1,31.0
,Burundi,-3.3731,29.9189,7/10/20,191,1,118.0
,Sierra Leone,8.460555000000001,-11.779889,7/10/20,1613,63,1133.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7/10/20,7,0,7.0
,Malawi,-13.2543,34.3015,7/10/20,2069,31,379.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,7/10/20,13,0,13.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,7/10/20,2,0,1.0
,South Sudan,6.8770000000000024,31.307,7/10/20,2021,38,
,Western Sahara,24.2155,-12.8858,7/10/20,10,1,8.0
,Sao Tome and Principe,0.1864,6.6131,7/10/20,727,14,284.0
,Yemen,15.552726999999999,48.516388,7/10/20,1380,364,630.0
,Comoros,-11.6455,43.3333,7/10/20,314,7,272.0
,Tajikistan,38.861,71.2761,7/10/20,6457,55,5115.0
,Lesotho,-29.61,28.2336,7/10/20,184,1,26.0
,Afghanistan,33.93911,67.709953,7/11/20,34366,994,21135.0
,Albania,41.1533,20.1683,7/11/20,3371,89,1881.0
,Algeria,28.0339,1.6596,7/11/20,18712,1004,13124.0
,Andorra,42.5063,1.5218,7/11/20,855,52,803.0
,Angola,-11.2027,17.8739,7/11/20,462,23,118.0
,Antigua and Barbuda,17.0608,-61.7964,7/11/20,74,3,57.0
,Argentina,-38.4161,-63.6167,7/11/20,97509,1810,41408.0
,Armenia,40.0691,45.0382,7/11/20,31392,559,19419.0
Australian Capital Territory,Australia,-35.4735,149.0124,7/11/20,113,3,105.0
New South Wales,Australia,-33.8688,151.2093,7/11/20,3478,49,2988.0
Northern Territory,Australia,-12.4634,130.8456,7/11/20,31,0,29.0
Queensland,Australia,-27.4698,153.0251,7/11/20,1070,6,1058.0
South Australia,Australia,-34.9285,138.6007,7/11/20,443,4,439.0
Tasmania,Australia,-42.8821,147.3272,7/11/20,228,13,215.0
Victoria,Australia,-37.8136,144.9631,7/11/20,3799,24,2289.0
Western Australia,Australia,-31.9505,115.8605,7/11/20,635,9,604.0
,Austria,47.5162,14.5501,7/11/20,18783,706,16864.0
,Azerbaijan,40.1431,47.5769,7/11/20,23521,298,14607.0
,Bahamas,25.025885,-78.035889,7/11/20,111,11,89.0
,Bahrain,26.0275,50.55,7/11/20,32470,104,27828.0
,Bangladesh,23.685,90.3563,7/11/20,181129,2305,88034.0
,Barbados,13.1939,-59.5432,7/11/20,103,7,90.0
,Belarus,53.7098,27.9534,7/11/20,64767,459,54919.0
,Belgium,50.8333,4.469936,7/11/20,62469,9782,17196.0
,Benin,9.3077,2.3158,7/11/20,1378,26,557.0
,Bhutan,27.5142,90.4336,7/11/20,82,0,57.0
,Bolivia,-16.2902,-63.5887,7/11/20,47200,1754,14333.0
,Bosnia and Herzegovina,43.9159,17.6791,7/11/20,6719,219,3078.0
,Brazil,-14.235,-51.9253,7/11/20,1839850,71469,1244088.0
,Brunei,4.5353,114.7277,7/11/20,141,3,138.0
,Bulgaria,42.7339,25.4858,7/11/20,7175,267,3311.0
,Burkina Faso,12.2383,-1.5616,7/11/20,1033,53,869.0
,Cabo Verde,16.5388,-23.0418,7/11/20,1623,19,748.0
,Cambodia,11.55,104.9167,7/11/20,156,0,133.0
,Cameroon,3.8480000000000003,11.5021,7/11/20,15173,359,11928.0
Alberta,Canada,53.9333,-116.5765,7/11/20,8596,160,
British Columbia,Canada,53.7267,-127.6476,7/11/20,3053,187,
Grand Princess,Canada,0.0,0.0,7/11/20,13,0,
Manitoba,Canada,53.7609,-98.8139,7/11/20,325,7,
New Brunswick,Canada,46.5653,-66.4619,7/11/20,166,2,
Newfoundland and Labrador,Canada,53.1355,-57.6604,7/11/20,262,3,
Nova Scotia,Canada,44.681999999999995,-63.7443,7/11/20,1066,63,
Ontario,Canada,51.2538,-85.3232,7/11/20,38398,2760,
Prince Edward Island,Canada,46.5107,-63.4168,7/11/20,33,0,
Quebec,Canada,52.9399,-73.5491,7/11/20,56407,5620,
Saskatchewan,Canada,52.9399,-106.4509,7/11/20,815,15,
,Central African Republic,6.6111,20.9394,7/11/20,4288,53,1145.0
,Chad,15.4542,18.7322,7/11/20,874,74,790.0
,Chile,-35.6751,-71.543,7/11/20,312029,6881,281114.0
Anhui,China,31.8257,117.2264,7/11/20,991,6,985.0
Beijing,China,40.1824,116.4142,7/11/20,929,9,680.0
Chongqing,China,30.0572,107.874,7/11/20,582,6,575.0
Fujian,China,26.0789,117.9874,7/11/20,363,1,361.0
Gansu,China,35.7518,104.2861,7/11/20,167,2,162.0
Guangdong,China,23.3417,113.4244,7/11/20,1648,8,1634.0
Guangxi,China,23.8298,108.7881,7/11/20,254,2,252.0
Guizhou,China,26.8154,106.8748,7/11/20,147,2,145.0
Hainan,China,19.1959,109.7453,7/11/20,171,6,165.0
Hebei,China,39.549,116.1306,7/11/20,349,6,
Heilongjiang,China,47.861999999999995,127.7615,7/11/20,947,13,934.0
Henan,China,37.8957,114.9042,7/11/20,1276,22,
Hong Kong,China,22.3,114.2,7/11/20,1431,7,1197.0
Hubei,China,30.9756,112.2707,7/11/20,68135,4512,63623.0
Hunan,China,27.6104,111.7088,7/11/20,1019,4,1015.0
Inner Mongolia,China,44.0935,113.9448,7/11/20,245,1,237.0
Jiangsu,China,32.9711,119.455,7/11/20,654,0,654.0
Jiangxi,China,27.614,115.7221,7/11/20,932,1,931.0
Jilin,China,43.6661,126.1923,7/11/20,155,2,153.0
Liaoning,China,41.2956,122.6085,7/11/20,164,2,150.0
Macau,China,22.1667,113.55,7/11/20,46,0,45.0
Ningxia,China,37.2692,106.1655,7/11/20,75,0,75.0
Qinghai,China,35.7452,95.9956,7/11/20,18,0,18.0
Shaanxi,China,35.1917,108.8701,7/11/20,321,3,314.0
Shandong,China,36.3427,118.1498,7/11/20,792,7,785.0
Shanghai,China,31.201999999999998,121.4491,7/11/20,724,7,689.0
Shanxi,China,37.5777,112.2922,7/11/20,200,0,198.0
Sichuan,China,30.6171,102.7103,7/11/20,599,3,587.0
Tianjin,China,39.3054,117.323,7/11/20,203,3,195.0
Tibet,China,31.6927,88.0924,7/11/20,1,0,1.0
Xinjiang,China,41.1129,85.2401,7/11/20,76,3,73.0
Yunnan,China,24.974,101.48700000000001,7/11/20,187,2,183.0
Zhejiang,China,29.1832,120.0934,7/11/20,1270,1,1267.0
,Colombia,4.5709,-74.2973,7/11/20,145632,5119,58800.0
,Congo (Brazzaville),-0.228,15.8277,7/11/20,2028,47,589.0
,Congo (Kinshasa),-4.0383,21.7587,7/11/20,7971,189,3615.0
,Costa Rica,9.7489,-83.7534,7/11/20,7231,28,2220.0
,Cote d'Ivoire,7.54,-5.5471,7/11/20,12443,82,6357.0
,Croatia,45.1,15.2,7/11/20,3672,118,2466.0
,Diamond Princess,0.0,0.0,7/11/20,712,13,651.0
,Cuba,21.521757,-77.78116700000002,7/11/20,2420,87,
,Cyprus,35.1264,33.4299,7/11/20,1014,19,839.0
,Czechia,49.8175,15.472999999999999,7/11/20,13115,352,8227.0
Faroe Islands,Denmark,61.8926,-6.9118,7/11/20,188,0,188.0
Greenland,Denmark,71.7069,-42.6043,7/11/20,13,0,13.0
,Denmark,56.2639,9.5018,7/11/20,12946,609,12077.0
,Djibouti,11.8251,42.5903,7/11/20,4968,56,4689.0
,Dominican Republic,18.7357,-70.1627,7/11/20,43114,880,20996.0
,Ecuador,-1.8312,-78.1834,7/11/20,67209,5031,30107.0
,Egypt,26.820553000000004,30.802497999999996,7/11/20,81158,3769,23876.0
,El Salvador,13.7942,-88.8965,7/11/20,9391,254,5516.0
,Equatorial Guinea,1.6508,10.2679,7/11/20,3071,51,842.0
,Eritrea,15.1794,39.7823,7/11/20,232,0,107.0
,Estonia,58.5953,25.0136,7/11/20,2014,69,1895.0
,Eswatini,-26.5225,31.4659,7/11/20,1311,18,656.0
,Ethiopia,9.145,40.4897,7/11/20,7402,124,2430.0
,Fiji,-17.7134,178.065,7/11/20,26,0,18.0
,Finland,61.92411,25.748151,7/11/20,7291,329,6800.0
French Guiana,France,3.9339,-53.1258,7/11/20,5949,26,2981.0
French Polynesia,France,-17.6797,149.4068,7/11/20,62,0,60.0
Guadeloupe,France,16.265,-61.551,7/11/20,190,14,157.0
Mayotte,France,-12.8275,45.166244,7/11/20,2711,37,2480.0
New Caledonia,France,-20.904304999999997,165.618042,7/11/20,21,0,21.0
Reunion,France,-21.1151,55.5364,7/11/20,577,3,472.0
Saint Barthelemy,France,17.9,-62.8333,7/11/20,6,0,6.0
St Martin,France,18.0708,-63.0501,7/11/20,43,3,37.0
Martinique,France,14.6415,-61.0242,7/11/20,255,15,98.0
,France,46.2276,2.2137,7/11/20,198199,29909,72200.0
,Gabon,-0.8037,11.6094,7/11/20,5942,46,3004.0
,Gambia,13.4432,-15.3101,7/11/20,64,3,34.0
,Georgia,42.3154,43.3569,7/11/20,981,15,851.0
,Germany,51.165690999999995,10.451526,7/11/20,199709,9070,184266.0
,Ghana,7.9465,-1.0232,7/11/20,24248,135,19831.0
,Greece,39.0742,21.8243,7/11/20,3772,193,1374.0
,Guatemala,15.7835,-90.2308,7/11/20,28598,1172,4073.0
,Guinea,9.9456,-9.6966,7/11/20,6044,37,4802.0
,Guyana,4.860416000000002,-58.93018000000001,7/11/20,291,17,
,Haiti,18.9712,-72.2852,7/11/20,6690,139,2590.0
,Holy See,41.9029,12.4534,7/11/20,12,0,12.0
,Honduras,15.2,-86.2419,7/11/20,27583,771,2901.0
,Hungary,47.1625,19.5033,7/11/20,4229,595,2974.0
,Iceland,64.9631,-19.0208,7/11/20,1833,10,1806.0
,India,20.593684,78.96288,7/11/20,849522,22673,534618.0
,Indonesia,-0.7893,113.9213,7/11/20,74018,3535,34719.0
,Iran,32.427908,53.68804599999999,7/11/20,255117,12635,217666.0
,Iraq,33.223191,43.679291,7/11/20,75194,3055,43079.0
,Ireland,53.1424,-7.6921,7/11/20,25611,1746,23364.0
,Israel,31.046051000000002,34.851612,7/11/20,37464,354,18814.0
,Italy,41.87194,12.56738,7/11/20,242827,34945,194579.0
,Jamaica,18.1096,-77.2975,7/11/20,758,10,615.0
,Japan,36.204824,138.252924,7/11/20,21430,982,17494.0
,Jordan,31.24,36.51,7/11/20,1176,10,991.0
,Kazakhstan,48.0196,66.9237,7/11/20,58253,264,33814.0
,Kenya,-0.0236,37.9062,7/11/20,9726,184,2832.0
,"Korea, South",35.90775700000001,127.766922,7/11/20,13417,289,
,Kuwait,29.311659999999996,47.481766,7/11/20,54058,386,43961.0
,Kyrgyzstan,41.20438,74.766098,7/11/20,10410,129,3253.0
,Latvia,56.8796,24.6032,7/11/20,1173,30,1019.0
,Lebanon,33.8547,35.8623,7/11/20,2168,36,1402.0
,Liberia,6.4280550000000005,-9.429499,7/11/20,998,47,420.0
,Liechtenstein,47.14,9.55,7/11/20,84,1,81.0
,Lithuania,55.1694,23.8813,7/11/20,1865,79,1579.0
,Luxembourg,49.8153,6.1296,7/11/20,4842,110,4086.0
,Madagascar,-18.766947000000002,46.869107,7/11/20,4578,34,2287.0
,Malaysia,4.210483999999999,101.97576600000001,7/11/20,8704,122,8515.0
,Maldives,3.2028,73.2207,7/11/20,2664,13,2268.0
,Malta,35.9375,14.3754,7/11/20,674,9,658.0
,Mauritania,21.0079,-10.9408,7/11/20,5275,147,2160.0
,Mauritius,-20.348404000000002,57.552152,7/11/20,342,10,330.0
,Mexico,23.6345,-102.5528,7/11/20,295268,34730,229856.0
,Moldova,47.4116,28.3699,7/11/20,19208,640,12456.0
,Monaco,43.7333,7.4167,7/11/20,109,4,96.0
,Mongolia,46.8625,103.8467,7/11/20,230,0,202.0
,Montenegro,42.708678000000006,19.37439,7/11/20,1164,23,325.0
,Morocco,31.7917,-7.0926,7/11/20,15542,245,12065.0
,Namibia,-22.9576,18.4904,7/11/20,668,1,25.0
,Nepal,28.1667,84.25,7/11/20,16719,38,8442.0
Aruba,Netherlands,12.5211,-69.9683,7/11/20,105,3,99.0
Curacao,Netherlands,12.1696,-68.99,7/11/20,25,1,24.0
Sint Maarten,Netherlands,18.0425,-63.0548,7/11/20,78,15,63.0
,Netherlands,52.1326,5.2913,7/11/20,50921,6137,0.0
,New Zealand,-40.9006,174.886,7/11/20,1544,22,1497.0
,Nicaragua,12.865416,-85.207229,7/11/20,2846,91,1993.0
,Niger,17.607789,8.081666,7/11/20,1099,68,992.0
,Nigeria,9.082,8.6753,7/11/20,31987,724,13103.0
,North Macedonia,41.6086,21.7453,7/11/20,7975,376,4080.0
,Norway,60.472,8.4689,7/11/20,8977,252,8138.0
,Oman,21.512583,55.92325500000001,7/11/20,54697,248,
